species_name,common_Name,order,family,actual_label,predicted_probability,zoonointel_score,risk_tier,missing_feature_percent,confidence_level,data_completeness_percent,total_missing_features,total_imputed_features,uncertainty_reason,top_driver_1,top_driver_2,top_driver_3
Cryptomys mechowi,Mechow’s Cryptomys,Rodentia,Bathyergidae,0,0.087270097,8.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptomys ochraceocinereus,Ochraceocinereus Cryptomys,Rodentia,Bathyergidae,0,0.209128176,20.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptomys zechi,Zech’s Cryptomys,Rodentia,Bathyergidae,0,0.037463238,3.75,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptoprocta ferox,Fossa,Carnivora,Eupleridae,0,0.11572986,11.57,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis alticola,Alticola Small-eared Shrew,Soricomorpha,Soricidae,0,0.019762931,1.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis brachyonyx,Brachyonyx Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis colombiana,Colombiana Small-eared Shrew,Soricomorpha,Soricidae,0,0.009585889,0.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis endersi,Enders’s Small-eared Shrew,Soricomorpha,Soricidae,0,0.007881265,0.79,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis equatoris,Equatoris Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis goldmani,Goldman’s Small-eared Shrew,Soricomorpha,Soricidae,0,0.010048701,1,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis goodwini,Goodwin’s Small-eared Shrew,Soricomorpha,Soricidae,0,0.012521392,1.25,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis gracilis,Gracilis Small-eared Shrew,Soricomorpha,Soricidae,0,0.010883621,1.09,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis griseoventris,Griseoventris Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis hondurensis,Hondurensis Small-eared Shrew,Soricomorpha,Soricidae,0,0.016552668,1.66,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis magna,Magna Small-eared Shrew,Soricomorpha,Soricidae,0,0.009793178,0.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis mayensis,Mayensis Small-eared Shrew,Soricomorpha,Soricidae,0,0.009585889,0.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis medellinia,Medellinia Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis mera,Mera Small-eared Shrew,Soricomorpha,Soricidae,0,0.009585889,0.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis meridensis,Meridensis Small-eared Shrew,Soricomorpha,Soricidae,0,0.010268142,1.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis merriami,Merriam’s Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis mexicana,Mexican Small-eared Shrew,Soricomorpha,Soricidae,0,0.010121652,1.01,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis montivaga,Montivaga Small-eared Shrew,Soricomorpha,Soricidae,0,0.011785084,1.18,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis nelsoni,Nelson’s Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis nigrescens,Nigrescens Small-eared Shrew,Soricomorpha,Soricidae,0,0.009782216,0.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis obscura,Obscura Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis orophila,Orophila Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis parva,Small Small-eared Shrew,Soricomorpha,Soricidae,0,0.07816146,7.82,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis peregrina,Peregrina Small-eared Shrew,Soricomorpha,Soricidae,0,0.009127702,0.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis peruviensis,Peruviensis Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis phillipsii,Phillipsi’s Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis squamipes,Squamipes Small-eared Shrew,Soricomorpha,Soricidae,0,0.009922848,0.99,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Cryptotis tamensis,Tamensis Small-eared Shrew,Soricomorpha,Soricidae,0,0.009238562,0.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
